Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
2,Insurers,Manulife Insurance Berhad,"NOT FOUND — Confirmed Jul 2026: Manulife Holdings Berhad and MIB board pages (manulife.com.my) list board members only; Group CEO Vibha Hamsi Coburn, Chairman MIB Mary Bernadette James, Risk Committee Chairman Arthur Jay Belfer. No CISO at management level. conf 95","NOT FOUND — Confirmed Jul 2026: No dedicated GRC role; board-level Risk Management Committee (Chairman: Arthur Jay Belfer for MIB, Dato Khalid for MHB). GRC split between CRO (Mohd Naim Mohd Arsad) and Compliance (Senthil Woon). conf 90","Ng Chun Nam (Chief Financial Officer) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Mohd Arsad (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Senthil Woon Wai Keong (Chief Compliance Officer) [Official: Manulife Holdings Berhad AR 2023 (manulife.com.my AR 2023 Senior Management listing), conf 90 — confirmed in AR 2023 as ""Senthil Woon Wai Keong – Chief Compliance Officer"". CEO: Vibha Hamsi Coburn; Audit Cmte Chair: Vijayam Nadarajah [Official: manulife.com.my board page]]","Bernard Sia (Chief Information Officer) [Official: Manulife Annual Report 2024, conf 85]","Krishna Rajaa Ramalingam (Head of Internal Audit, Audit Services – Malaysia) [Official: Manulife Holdings Berhad AR 2023 (manulife.com.my/content/dam/insurance/my/documents/about-us/investor-relations/48th-agm-2024/Annual Report 2023.pdf), conf 90 — named in AR 2023 Senior Management listing]"
2,Takaful,Manulife Takaful Malaysia Berhad,NOT FOUND — Confirmed Jul 2026: Manulife Holdings AR and board pages (manulife.com.my) confirm no CISO named for Manulife Takaful; functions shared with Manulife Insurance Berhad at group level. conf 95,"NOT FOUND — Confirmed Jul 2026: No dedicated GRC head for Manulife Takaful; GRC split between CRO (Mohd Naim) and Compliance (Senthil Woon), shared with Manulife Insurance Berhad. conf 90","Ng Chun Nam (Chief Financial Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Bin Mohd Arsad (Chief Risk Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Holdings Berhad Annual Report 2025, p.13 Key Senior Management's Profile, conf 85]","Senthil Woon Wai Keong (Chief Compliance Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Holdings Berhad Annual Report 2025, p.13 Key Senior Management's Profile, conf 85]","Bernard Sia (Chief Information Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]","Krishna Rajaa Ramalingam (Head of Audit Services - Malaysia) [Official: Manulife Holdings Berhad Annual Report 2025, p.91 Group Audit Committee Report, conf 90 - CIA, FAIA. Scope covers all Manulife Malaysia entities including Takaful]"
5,GLC-Linked,Maybank (Khazanah-linked),"DUPLICATE OF MAYBANK BERHAD [Already at 7/7 in DB. This ""Khazanah-linked"" entry is the same entity (Khazanah holds ~11.5% of Maybank). Recommend removing row or marking as duplicate. Do NOT re-research.]",Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [DUPLICATE: Same as Maybank Berhad],Shafiq Abdul Jabbar [DUPLICATE: Same as Maybank Berhad],Mohamed Rezwan Abdullah Ismail [DUPLICATE: Same as Maybank Berhad],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [DUPLICATE: Same as Maybank Berhad],Giorgio Migliarina (Group Chief Technology & Digital Officer) [DUPLICATE: Same as Maybank Berhad],Azian Ismail (Chief Audit Executive) [TheOrg] [DUPLICATE: Same as Maybank Berhad]
1,Licensed Banks,Maybank Berhad,Devinder Singh (Group CISO) [LinkedIn/The Org],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank],Shafiq Abdul Jabbar,Mohamed Rezwan Abdullah Ismail,Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo],Giorgio Migliarina (Group Chief Technology & Digital Officer),Azian Ismail (Chief Audit Executive) [TheOrg]
4,Card Schemes,Maybank Cash & Go Prepaid Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
2,Investment Banks,Maybank Investment Bank Berhad,"Devinder Singh (Group CISO) [Group-level: Maybank, Official: maybank2u.com.my + LinkedIn/The Org, conf 85 - CISO function shared with Maybank group per SORMIC FY2023]",Cheryl Cheng Siew Ying (CRO) + Farhan Nor Diyana Samsudin (CCO) [Composite - GRC function split between Risk and Compliance at Maybank IB level; no dedicated GRC head. Group-level Maybank has Ho Mun Wah as Head of GRC but not at IB subsidiary. CRO and CCO confirmed via Maybank IB SORMIC FY2023.],"Ezrina Mahadzir (CFO, appointed 1 Apr 2021) [Official: maybank2u.com.my]","Cheryl Cheng Siew Ying (CRO, appointed 1 Jan 2021) [Official: maybank2u.com.my]","Farhan Nor Diyana Samsudin (Chief Compliance Officer, Maybank Investment Bank Berhad) [Official: Maybank IB SORMIC FY2023 (Statement on Risk Management and Internal Control, FY ended 31 Dec 2023) — ""Reviewed and cleared by: Group Audit Compliance: Farhan Nor Diyana Samsudin, Chief Compliance Officer, Maybank Investment Bank Berhad""; maybank2u.com.my iwov-resources PDF, conf 90]","Adrian Tan Kai Thern (Head of IT, joined 25 Apr 2022) [Official: maybank2u.com.my]","Rafirah Muhammad Arif (Chief Audit Executive, Maybank Investment Bank Berhad) [Official: Maybank IB SORMIC FY2023 — ""The GCAE is assisted by Puan Rafirah Muhammad Arif, the Chief Audit Executive (CAE) appointed to oversee the IA function of Maybank IB""; Certified Fraud Examiner, 13 years capital market experience; maybank2u.com.my iwov-resources PDF, conf 90]"
1,Licensed Banks,Maybank Islamic Berhad,Devinder Singh (Group CISO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025]"
4,Card Schemes,Maybank Singapore Airlines Enrich Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
4,Payment Operators,Me2U (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
1,Licensed Banks,Mizuho Bank (Malaysia) Berhad,"NOT FOUND — Mizuho Bank Malaysia website (mizuho-ri.co.my) DNS unresolved; CISO function likely at group level (Mizuho Financial Group, Japan)","NOT FOUND — Mizuho Bank Malaysia website (mizuho-ri.co.my) DNS unresolved. Governance, risk, and compliance handled by separate functions per Mizuho Financial Group structure. No Malaysia-specific GRC head publicly identified. [Sources: mizuho-ri.co.my (DNS fail), Mizuho FG annual reports, conf 75]","NOT FOUND — Mizuho Bank Malaysia website DNS unresolved. CFO function likely at group/regional level (Mizuho Financial Group, Japan). Per Mizuho MY BRMC TOR, financial oversight at board level. [Conf 75]",NOT FOUND — Mizuho Bank Malaysia website DNS unresolved. CRO function likely at group/regional level. Board Risk Management Committee (BRMC) provides oversight at board level. [Conf 75],"NOT FOUND — Mizuho Bank Malaysia website DNS unresolved. Compliance function likely managed at regional/group level (Mizuho Financial Group, Japan). [Conf 75]","NOT FOUND — Mizuho MY BRMC TOR references oversight of 'IT, and cyber security strategic plans' implying IT leadership exists, but no CIO/CTO title or name publicly disclosed. Website DNS unresolved. [Conf 75]","Lim Kim Seng (Chairman of Board Audit Committee) [Official: Mizuho MY Profile of Directors PDF + Board & Board Committees Composition PDF, conf 80 — board-level oversight. Chief Internal Auditor (CIA) management position referenced in Audited FS but explicitly not named. Lim Kim Seng is qualified CA (ICAS), ex-Group Chief Internal Auditor of Hong Leong Bank (retired 2014).]"
3,MSBs,MoneyMatch Sdn Bhd,"Poorya (Chief Information & Security Officer) [Official: moneymatch.co/about-us, conf 90 - note: first name only displayed]",NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no GRC role listed. GRC function may be combined under Head of Compliance (Thavalogan). conf 30],"Anees Aisyah (Chief Financial Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no CRO listed. Risk function likely distributed across CEO, COO, and Head of Compliance. conf 30]","Thavalogan (Head of Compliance) [Official: moneymatch.co/about-us, conf 88 - note: first name only displayed]","Jerry Chee (Chief Technology Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no Head of Internal Audit listed. As BNM-licensed MSB, internal audit function required but may be outsourced. conf 30]"
