Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
1,Licensed Banks,Mizuho Bank (Malaysia) Berhad,"NOT FOUND [Mizuho MY Profile of Directors PDF names CEO Daisuke Ihara but no CISO. Audited FS FYE Mar 2025, Pillar 3 Disclosure, TCFD Report, and board committee TORs do not name a CISO. BRMC TOR references ""cyber security"" oversight implying the function exists but the head is not publicly disclosed. Sources: mizuhogroup.com Malaysia pages, BNM Pillar 3, audited FS, conf 40]","NOT FOUND [Role title ""Head of GRC"" not mentioned in any official Mizuho MY source. Governance, risk, and compliance are handled by separate functions (Board, BRMC, BAC, CRO, CCO, CIA) rather than a combined GRC head. Sources: mizuhogroup.com Malaysia, conf 40]","NOT FOUND [Mizuho MY audited FS FYE 31 Mar 2025 (146 pp) contains the regulatory ""Statement by Chief Executive Officer and Chief Financial Officer"" page but CFO name is NOT publicly disclosed. Pillar 3 Disclosures FYE Mar 2025 & Sep 2025 also do not name the CFO. Sources: mizuhogroup.com Malaysia, BNM Pillar 3, audited FS, conf 40]","NOT FOUND [Audited FS FYE Mar 2025 (146pp) explicitly references ""Chief Risk Officer (CRO)"" position but does NOT name the individual. Abdul Khalil bin Abdul Hamid is Chairman of Board Risk Management Committee (board-level, not executive CRO). Sources: Mizuho MY Audited FS, Pillar 3 Disclosure, Profile of Directors, conf 40]","NOT FOUND [Audited FS FYE Mar 2025 explicitly references ""Chief Compliance Officer (CCO)"" position but does NOT name the individual. Mr. Akichika Tsuboi listed as ""Complaint Unit"" contact on mizuhogroup.com (not Head of Compliance). Sources: Mizuho MY Audited FS, Pillar 3 Disclosure, conf 40]","NOT FOUND [Mizuho MY BRMC TOR references oversight of ""IT, and cyber security strategic plans"" implying IT leadership exists, but no CIO/CTO title or name is publicly listed. Sources: mizuhogroup.com Malaysia corporate-governance page, Pillar 3 Disclosures, conf 40]","Lim Kim Seng (Chairman of Board Audit Committee) [Official: Mizuho MY Profile of Directors PDF + Board & Board Committees Composition PDF, conf 80 — board-level oversight. Chief Internal Auditor (CIA) management position referenced in Audited FS but explicitly not named. Lim Kim Seng is qualified CA (ICAS), ex-Group Chief Internal Auditor of Hong Leong Bank (retired 2014).]"
3,MSBs,Money Match Sdn Bhd,"DUPLICATE OF MONEYMATCH SDN BHD [Correct spelling ""MoneyMatch Sdn Bhd"" already in DB at 4/7. This entry (with space) is the same entity. Recommend removing row or marking as duplicate. Founders: Adrian Tan, Nikki Yeo (moneymatch.co/about-us).]",NOT FOUND [DUPLICATE of MoneyMatch Sdn Bhd. Refer to MoneyMatch row for leadership data. conf 95],NOT FOUND [DUPLICATE of MoneyMatch Sdn Bhd. Refer to MoneyMatch row for leadership data. conf 95],NOT FOUND [DUPLICATE of MoneyMatch Sdn Bhd. Refer to MoneyMatch row for leadership data. conf 95],NOT FOUND [DUPLICATE of MoneyMatch Sdn Bhd. Refer to MoneyMatch row for leadership data. conf 95],NOT FOUND [DUPLICATE of MoneyMatch Sdn Bhd. Refer to MoneyMatch row for leadership data. conf 95],NOT FOUND [DUPLICATE of MoneyMatch Sdn Bhd. Refer to MoneyMatch row for leadership data. conf 95]
3,MSBs,MoneyMatch Sdn Bhd,"Poorya (Chief Information & Security Officer) [Official: moneymatch.co/about-us, conf 90 - note: first name only displayed]",NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no GRC role listed. GRC function may be combined under Head of Compliance (Thavalogan). conf 30],"Anees Aisyah (Chief Financial Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no CRO listed. Risk function likely distributed across CEO, COO, and Head of Compliance. conf 30]","Thavalogan (Head of Compliance) [Official: moneymatch.co/about-us, conf 88 - note: first name only displayed]","Jerry Chee (Chief Technology Officer) [Official: moneymatch.co/about-us, conf 92]","NOT FOUND [Official: moneymatch.co/about-us (15 leaders) — no Head of Internal Audit listed. As BNM-licensed MSB, internal audit function required but may be outsourced. conf 30]"
1,Licensed Banks,OCBC Bank (Malaysia) Berhad,Dominic Yew,Dr Priya Ranjan Sharma (CRO) + Doreen Keng Chun Ching (Compliance) [Group-level: OCBC],Ms Teoh Yin Meng,Dr Priya Ranjan Sharma,Ms Doreen Keng Chun Ching,Mr Hong Hee Loon (Head of Technology),Mr Victor Ong Hock Seng
5,GLC-Linked,PNB Capital Berhad,"Aishah Farha Mohd Raih (PNB Group CISO, inherited) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; conf 85]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
5,GLC-Linked,PNB Equity Fund Berhad,"Aishah Farha Mohd Raih (PNB Group CISO, inherited) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; conf 85]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
5,GLC-Linked,PNB Income Fund Berhad,"ENTITY LIKELY NON-EXISTENT [No evidence on pnb.com.my or ASNB fund listing (18 unit trust funds, none named ""PNB Income Fund""). PNB Capital and PNB Equity Fund previously confirmed non-existent. Recommend removal or marking as non-existent.]",NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85],NOT FOUND [PNB Income Fund Berhad is a PNB subsidiary. No public C-suite leadership data for target roles. Functions likely handled at PNB group level. conf 85]
3,Development FIs,PUNB,NOT FOUND [PUNB organization page (punb.com.my/our-organization) does not list CISO. No Head of Information Security publicly listed. Conf 25],"Ahmad Faisal Mohd Basir (Head, Company Secretary & Governance) [Official: punb.com.my]","Azman Abdullah (General Manager, Finance & Transformation Division) [Official: punb.com.my]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]","Norasyikin Mansor (Head, Legal Affairs) [Official: punb.com.my]","NOT FOUND [PUNB organization page does not list CIO/Head of IT. Technology function may be embedded in Finance & Transformation Division (Azman Abdullah, GM Finance & Transformation). Conf 25]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]"
4,Payment Operators,PayDirect (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership pages.],"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.],NOT FOUND [Inherited from PayNet parent. Sources: paynet.my corporate-governance page.],"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.]
4,Payment Operators,PayNet (PayNet Malaysia Sdn Bhd),"Meling Mudin (Chief Information Security Officer, Payments Network Malaysia Sdn. Bhd.) [Source: Star Cybersecurity Summit 2025 speaker page (conference.thestar.com.my/cybersecuritysummit/speaker/meling-mudin, May 2025) + LinkedIn (my.linkedin.com/in/spoonfork) + ZoomInfo + Datanyze; conf 95 — not on official leadership page but confirmed via 5 independent secondary sources including industry conference bio]","NOT FOUND [PayNet splits GRC across Group Risk Committee + Group Audit Committee. No combined GRC head named. Sources: paynet.my leadership/committees/corporate-governance pages, firecrawl agents.]","Tan Wei Tze (Chief Financial Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95]","NOT FOUND [PayNet leadership page (8 execs, no CRO). Group Risk Committee charter confirms function exists. 3 Senior Directors have generic titles, no functional mapping possible. Sources: paynet.my leadership/committees/careers pages, Wikipedia, 2 firecrawl agents, web/LinkedIn search.]","NOT FOUND [Compliance via Integrity Unit overseen by Group Audit Committee. No Head of Compliance named. Sources: paynet.my corporate-governance page (Whistleblowing Policy, Corporate Integrity Statement), firecrawl agents.]","Teh Lip Guan (Chief Technology Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95]","NOT FOUND [Group Audit Committee oversees IA (appoints, reviews plan, assesses performance). Head of IA not on leadership page. Sources: paynet.my leadership/committees pages, firecrawl agents.]"
4,Card Schemes,PayNet Card (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership pages.],"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.],NOT FOUND [Inherited from PayNet parent. Sources: paynet.my corporate-governance page.],"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.]
5,GLC-Linked,Penang State Development Corporation (PSDC),"NOT FOUND [Entity correction: correct name is Penang Development Corporation (PDC) - pdc.gov.my. CEO confirmed: Dato' Abdul Latiff bin Abd Aziz (pdc.gov.my, conf 95). Org chart is JPEG image (not text-extractable). 0/7 target roles - management team not publicly listed.]",NOT FOUND [PSDC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [PSDC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [PSDC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [PSDC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [PSDC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [PSDC is a state government entity. No public C-suite leadership data for target roles. conf 85]
5,GLC-Linked,Permodalan BSN Berhad (PBSNB),"NOT FOUND [Official: pbsn.com.my/management-team/ (7-person management team) — no CISO, Head of Information Security, or any IT security title. As BSN Bank subsidiary, IT security may be inherited from parent BSN Bank CISO function. conf 35]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/staff/wong-ching-fai-christopher/, conf 90 - same person as CRO and Compliance; combined Risk and Compliance title functionally covers GRC]","Suzylah Mohamed Noor (Head of Finance and HR Shared Services) [Official: pbsn.com.my/management-team/, conf 90]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]",NOT FOUND [Official: pbsn.com.my/management-team/ (7-person management team) — no CIO or Head of IT. Mohd Irwan Wahed (Head of Investment and Research) is closest by seniority but investment-focused. IT/CIO function likely inherited from parent BSN Bank. conf 35],NOT FOUND [Official: pbsn.com.my/management-team/ — no Head of Internal Audit listed. Internal audit at small BSN subsidiaries typically provided by parent BSN Group Internal Audit or external auditors. conf 35]
